ID,TraitDefinitionID,MaxRanks,NodeEntryType
50022,51748,1,0
50023,51749,1,0
50024,51750,2,0
50025,51751,1,0
50026,51752,1,0
50027,51753,2,0
50028,51754,1,0
50029,51755,1,1
50030,51756,1,0
50031,51757,1,0
50032,51758,2,0
50033,51759,1,0
50034,51760,1,0
50035,51761,2,0
50036,51762,1,1
50037,51763,1,0
50038,51764,1,0
50039,51765,2,0
50040,51766,1,1
50041,51767,1,0
50042,51768,2,0
50043,51769,2,0
50044,51770,1,0
50045,51771,1,0
50046,51772,1,0
50047,51773,1,0
50048,51774,1,0
50049,51775,1,1
50050,51776,1,1
50051,51777,1,1
50052,51778,1,0
50053,51779,1,1
50054,51780,1,0
50055,51781,1,1
50056,51782,2,0
50057,51783,1,0
50058,51784,1,0
50059,51785,1,0
50060,51786,1,0
50061,51787,1,0
50062,51788,1,0
50063,51789,1,0
50064,51790,1,0
50065,51791,1,0
50066,51792,1,1
50067,51793,1,0
50068,51794,1,0
50069,51795,1,0
50070,51796,1,0
50071,51797,1,0
50072,51798,1,0
50073,51799,1,0
50074,51800,2,0
50075,51801,2,0
50076,51802,1,0
50077,51803,2,0
50078,51804,1,0
50079,51805,1,1
50080,51806,1,0
50081,51807,1,1
50082,51808,1,0
50083,51809,2,0
50084,51810,1,1
50085,51811,1,0
50086,51812,2,0
50087,51813,1,0
50088,51814,1,0
50089,51815,1,0
50090,51816,1,1
50091,51817,1,0
50092,51818,1,0
50093,51819,1,0
50094,51820,1,0
50095,51821,1,0
50096,51822,2,0
50097,51823,1,1
50098,51824,1,0
50099,51825,1,0
50100,51826,1,0
50101,51827,1,0
50102,51828,1,0
50103,51829,1,0
50104,51830,1,0
50105,51831,1,0
50106,51832,1,0
50107,51833,1,0
50108,51834,2,0
50109,51835,1,1
50110,51836,1,0
50111,51837,1,0
50112,51838,1,0
50113,51839,1,0
50114,51840,1,0
50115,51841,2,0
50116,51842,1,1
50117,51843,2,0
50118,51844,1,0
50119,51845,1,0
50120,51846,1,0
50121,51847,1,0
50122,51848,1,0
50123,51849,1,0
50124,51850,1,1
50125,51851,1,0
50126,51852,1,1
50127,51853,1,0
50128,51854,1,0
50129,51855,2,0
50130,51856,1,0
50131,51857,1,0
50132,51858,1,1
50133,51859,1,0
50134,51860,1,0
50135,51861,1,1
50136,51862,1,0
50137,51863,1,1
50138,51864,1,1
50139,51865,1,1
50140,51866,1,1
50141,51867,1,1
50142,51868,1,0
50143,51869,1,0
50144,51870,1,1
50339,52065,1,1
50340,52066,1,0
50341,52067,1,0
50342,52068,1,0
50343,52069,1,0
50344,52070,1,0
50345,52071,1,0
50346,52072,1,1
50347,52073,1,2
50348,52074,1,2
50349,52075,1,1
50350,52076,2,2
50351,52077,2,2
50352,52078,1,1
50353,52079,1,2
50354,52080,1,1
50355,52081,1,1
50356,52082,1,1
50357,52083,2,2
50358,52084,1,1
50359,52085,1,2
50360,52086,1,2
50361,52087,1,2
50362,52088,1,2
50363,52089,1,1
50364,52090,1,1
50365,52091,1,2
50366,52092,1,1
50367,52093,1,1
50368,52094,1,1
50369,52095,1,1
50370,52096,1,1
50371,52097,1,1
50372,52098,1,1
50373,52099,1,1
50374,52100,1,2
50375,52101,1,0
50376,52102,1,0
50377,52103,1,0
50378,52104,2,2
50379,52105,1,1
50380,52106,1,1
50381,52107,1,1
50382,52108,1,2
50383,52109,1,2
50384,52110,1,2
50385,52111,1,2
50386,52112,1,2
50387,52113,1,1
50388,52114,1,1
50389,52115,1,1
50390,52116,1,1
50391,52117,1,1
50392,52118,1,2
50393,52119,1,1
50394,52120,1,2
50395,52121,1,2
50396,52122,1,2
50397,52123,1,2
50398,52124,2,2
50399,52125,2,2
50400,52126,1,0
50401,52127,1,1
50402,52128,1,0
50403,52129,1,0
50404,52130,1,0
50405,52131,1,0
50406,52132,1,0
50407,52133,1,1
50408,52134,1,0
50409,52135,1,0
50410,52136,2,0
50411,52137,1,0
50412,52138,1,0
50413,52139,1,0
50414,52140,1,0
50415,52141,1,0
50416,52142,1,0
50417,52143,2,0
50418,52144,1,0
50419,52145,1,1
50420,52146,1,0
50421,52147,1,0
50422,52148,2,0
50423,52149,1,0
50424,52150,1,0
50425,52151,1,1
50426,52152,1,0
50427,52153,1,0
50428,52154,2,0
50429,52155,1,1
50430,52156,1,0
50431,52157,2,0
50432,52158,1,0
50433,52159,1,0
50434,52160,1,0
50435,52161,1,0
50436,52162,1,0
50437,52163,1,0
50438,52164,1,1
50439,52165,1,1
50440,52166,1,1
50441,52167,1,0
50442,52168,1,1
50443,52169,1,0
50444,52170,1,1
50445,52171,2,0
50446,52172,1,0
50447,52173,1,0
50448,52174,1,0
50449,52175,1,0
50450,52176,1,0
50451,52177,1,0
50452,52178,1,0
50453,52179,1,0
50454,52180,1,0
50455,52181,1,1
50456,52182,1,0
50457,52183,1,1
50458,52184,1,0
50459,52185,1,0
50460,52186,1,0
50461,52187,1,0
50462,52188,1,0
50463,52189,2,0
50464,52190,1,0
50465,52191,1,0
50466,52192,2,0
50467,52193,1,0
50468,52194,1,1
50469,52195,1,0
50470,52196,1,1
50471,52197,1,0
50472,52198,2,0
50473,52199,1,1
50474,52200,1,0
50475,52201,1,0
50476,52202,1,0
50477,52203,1,0
50478,52204,1,0
50479,52205,1,1
50480,52206,1,0
50481,52207,1,0
50482,52208,1,0
50483,52209,1,0
50484,52210,2,0
50485,52211,1,1
50486,52212,1,0
50487,52213,1,0
50488,52214,1,0
50489,52215,1,0
50490,52216,1,0
50491,52217,1,0
50492,52218,1,0
50493,52219,1,0
50494,52220,1,0
50495,52221,1,0
50496,52222,2,0
50497,52223,1,1
50498,52224,1,0
50499,52225,1,0
50500,52226,1,0
50501,52227,1,0
50502,52228,1,0
50503,52229,2,0
50504,52230,1,1
50505,52231,2,0
50506,52232,1,0
50507,52233,1,0
50508,52234,1,0
50509,52235,1,0
50510,52236,1,0
50511,52237,1,0
50512,52238,1,1
50513,52239,1,0
50514,52240,1,1
50515,52241,1,0
50516,52242,1,0
50517,52243,2,0
50518,52244,1,0
50519,52245,1,0
50520,52246,1,1
50521,52247,1,0
50522,52248,1,0
50523,52249,1,1
50524,52250,1,0
50525,52251,1,1
50526,52252,1,1
50527,52253,1,1
50528,52254,1,1
50529,52255,1,1
50530,52256,1,0
50531,52257,1,0
50532,52258,1,1
50609,52335,1,8
50610,52336,1,8
50611,52337,1,8
50612,52338,1,8
50613,52339,1,8
50614,52340,1,8
50615,52341,1,8
50616,52342,30,7
50617,52343,1,8
50618,52344,1,8
50619,52345,1,8
50620,52346,1,8
50621,52347,1,8
50622,52348,1,8
50623,52349,1,8
50624,52350,30,7
50625,52351,1,8
50626,52352,1,8
50627,52353,1,8
50628,52354,1,8
50629,52355,1,8
50630,52356,1,8
50631,52357,1,8
50632,52358,30,7
50633,52359,1,8
50634,52360,1,8
50635,52361,1,8
50636,52362,1,8
50637,52363,1,8
50638,52364,1,8
50639,52365,1,8
50640,52366,1,8
50641,52367,1,8
50642,52368,40,7
50643,52369,1,9
50644,52370,1,9
50645,52371,1,9
50646,52372,1,9
50647,52373,1,8
50648,52374,1,8
50649,52375,1,8
50650,52376,1,8
50651,52377,1,8
50652,52378,1,8
50653,52379,1,8
50654,52380,30,7
50655,52381,1,8
50656,52382,1,8
50657,52383,1,8
50658,52384,1,8
50659,52385,1,8
50660,52386,1,8
50661,52387,1,8
50662,52388,30,7
50663,52389,1,8
50664,52390,1,8
50665,52391,1,8
50666,52392,1,8
50667,52393,1,8
50668,52394,1,8
50669,52395,1,8
50670,52396,1,8
50671,52397,35,7
50672,52398,1,8
50673,52399,1,8
50674,52400,1,8
50675,52401,1,8
50676,52402,1,8
50677,52403,1,8
50678,52404,1,8
50679,52405,1,8
50680,52406,1,8
50681,52407,40,7
50682,52408,1,9
50683,52409,1,9
50684,52410,1,9
50685,52411,1,9
50686,52412,1,8
50687,52413,1,8
50688,52414,1,8
50689,52415,1,8
50690,52416,1,8
50691,52417,1,8
50692,52418,1,8
50693,52419,30,7
50694,52420,1,8
50695,52421,1,8
50696,52422,1,8
50697,52423,1,8
50698,52424,1,8
50699,52425,1,8
50700,52426,1,8
50701,52427,1,8
50702,52428,35,7
50703,52429,1,8
50704,52430,1,8
50705,52431,1,8
50706,52432,1,8
50707,52433,1,8
50708,52434,1,8
50709,52435,1,8
50710,52436,1,8
50711,52437,1,8
50712,52438,40,7
50713,52439,1,9
50714,52440,1,9
50715,52441,1,9
50716,52442,1,8
50717,52443,1,8
50718,52444,1,8
50719,52445,1,8
50720,52446,1,8
50721,52447,1,8
50722,52448,1,8
50723,52449,1,8
50724,52450,1,8
50725,52451,40,7
50726,52452,1,8
50727,52453,1,8
50728,52454,1,8
50729,52455,1,8
50730,52456,1,8
50731,52457,1,8
50732,52458,1,8
50733,52459,1,8
50734,52460,1,8
50735,52461,40,7
50736,52462,1,8
50737,52463,1,8
50738,52464,1,8
50739,52465,1,8
50740,52466,1,8
50741,52467,1,8
50742,52468,1,8
50743,52469,30,7
50744,52470,1,8
50745,52471,1,8
50746,52472,1,8
50747,52473,1,8
50748,52474,1,8
50749,52475,1,8
50750,52476,1,8
50751,52477,1,8
50752,52478,1,8
50753,52479,40,7
50754,52480,1,9
50755,52481,1,9
50756,52482,1,9
50757,52483,1,9
50952,54677,1,0
50953,54678,1,0
50954,54679,1,0
50955,54680,1,1
50956,54681,1,0
50957,54682,1,0
50958,54683,1,1
50959,54684,1,0
50960,54685,1,0
50961,54686,1,0
50962,54687,1,1
50963,54688,1,0
50964,54689,2,0
50965,54690,1,0
50966,54691,1,0
50967,54692,1,1
50968,54693,1,2
50969,54694,1,2
50970,54695,2,2
50971,54696,1,1
50972,54697,1,2
50973,54698,1,0
50974,54699,1,0
50975,54700,1,1
50976,54701,1,2
50977,54702,1,2
50978,54703,1,1
50979,54704,2,2
50980,54705,2,2
50981,54706,1,2
50982,54707,1,2
50983,54708,1,1
50984,54709,2,2
50985,54710,1,1
50986,54711,1,2
50987,54712,1,1
50988,54713,2,2
50989,54714,1,2
50990,54715,2,2
50991,54716,1,2
50992,54717,1,1
50993,54718,1,1
50994,54719,1,1
50995,54720,1,2
50996,54721,1,2
50997,54722,1,0
50998,54723,1,0
50999,54724,1,0
51000,54725,1,1
51001,54726,1,1
51002,54727,1,1
51003,54728,1,2
51004,54729,1,1
51005,54730,1,1
51006,54731,1,1
51007,54732,1,1
51008,54733,1,2
51009,54734,1,2
51010,54735,1,1
51011,54736,1,1
51012,54737,1,2
51013,54738,1,1
51014,54739,1,2
51015,54740,1,1
51016,54741,1,1
51017,54742,1,1
51018,54743,1,1
51019,54744,1,2
51020,54745,1,2
51021,54746,1,1
51022,54747,1,1
51023,54748,1,0
51024,54749,1,1
51025,54750,1,0
51026,54751,1,1
51027,54752,1,0
51028,54753,2,0
51029,54754,1,0
51030,54755,1,0
51031,54756,1,0
51032,54757,1,1
51033,54758,1,0
51034,54759,1,1
51035,54760,1,1
51036,54761,1,0
51037,54762,1,0
51038,54763,1,0
51039,54764,2,0
51040,54765,2,0
51041,54766,1,0
51042,54767,1,0
51043,54768,1,0
51044,54769,1,1
51045,54770,1,0
51046,54771,1,1
51047,54772,2,0
51048,54773,1,0
51049,54774,1,0
51050,54775,1,0
51051,54776,1,0
51052,54777,1,0
51053,54778,1,0
51054,54779,1,0
51055,54780,1,0
51056,54781,1,0
51057,54782,1,0
51058,54783,2,0
51059,54784,1,1
51060,54785,1,0
51061,54786,1,0
51062,54787,1,0
51063,54788,1,0
51064,54789,1,0
51065,54790,1,0
51066,54791,2,0
51067,54792,1,0
51068,54793,1,0
51069,54794,1,1
51070,54795,1,0
51071,54796,1,1
51072,54797,1,1
51073,54798,1,0
51074,54799,1,0
51075,54800,1,0
51076,54801,1,0
51077,54802,1,0
51078,54803,1,0
51079,54804,1,0
51080,54805,1,1
51081,54806,1,0
51082,54807,1,0
51083,54808,1,0
51084,54809,1,0
51085,54810,1,0
51086,54811,1,0
51087,54812,2,0
51088,54813,1,0
51089,54814,1,0
51090,54815,1,0
51091,54816,1,0
51092,54817,1,1
51093,54818,1,0
51094,54819,1,0
51095,54820,1,0
51096,54821,1,1
51097,54822,1,0
51098,54823,1,0
51099,54824,2,0
51100,54825,1,1
51101,54826,1,1
51102,54827,1,1
51103,54828,1,0
51104,54829,1,0
51105,54830,1,0
51106,54831,2,0
51107,54832,1,0
51108,54833,1,0
51109,54834,2,0
51110,54835,1,0
51111,54836,1,0
51112,54837,1,0
51113,54838,1,0
51114,54839,1,0
51115,54840,1,0
51116,54841,2,0
51117,54842,2,0
51118,54843,1,0
51119,54844,1,0
51120,54845,1,0
51121,54846,1,0
51122,54847,1,0
51123,54848,1,0
51124,54849,1,1
51125,54850,1,1
51126,54851,1,1
51127,54852,1,0
51128,54853,1,0
51129,54854,1,0
51130,54855,1,0
51131,54856,1,0
51132,54857,1,1
51133,54858,1,0
51134,54859,1,1
51135,54860,1,0
51136,54861,1,0
51137,54862,1,0
51138,54863,2,0
51139,54864,1,1
51140,54865,1,1
51141,54866,1,1
51142,54867,1,0
51143,54868,1,0
51144,54869,1,1
51145,54870,1,0
51146,54871,1,8
51147,54872,1,8
51148,54873,1,8
51149,54874,1,8
51150,54875,1,8
51151,54876,1,8
51152,54877,1,8
51153,54878,30,7
51154,54879,1,8
51155,54880,1,8
51156,54881,1,8
51157,54882,1,8
51158,54883,1,8
51159,54884,1,8
51160,54885,1,8
51161,54886,30,7
51162,54887,1,8
51163,54888,1,8
51164,54889,1,8
51165,54890,1,8
51166,54891,1,8
51167,54892,1,8
51168,54893,1,8
51169,54894,30,7
51170,54895,1,8
51171,54896,1,8
51172,54897,1,8
51173,54898,1,8
51174,54899,1,8
51175,54900,1,8
51176,54901,1,8
51177,54902,1,8
51178,54903,1,8
51179,54904,40,7
51180,54905,1,9
51181,54906,1,9
51182,54907,1,9
51183,54908,1,9
51378,55103,1,1
51379,55104,1,2
51380,55105,1,1
51381,55106,1,2
51382,55107,1,2
51383,55108,1,1
51384,55109,1,1
51385,55110,1,0
51386,55111,1,0
51387,55112,1,1
51388,55113,1,2
51389,55114,1,1
51390,55115,1,2
51391,55116,1,1
51392,55117,2,2
51393,55118,2,2
51394,55119,1,2
51395,55120,2,2
51396,55121,1,1
51397,55122,2,2
51398,55123,1,0
51399,55124,1,0
51400,55125,1,0
51401,55126,1,2
51402,55127,1,2
51403,55128,1,2
51404,55129,1,1
51405,55130,1,1
51406,55131,1,1
51407,55132,1,1
51408,55133,1,1
51409,55134,1,1
51410,55135,1,1
51411,55136,1,2
51412,55137,1,2
51413,55138,1,2
51414,55139,1,2
51415,55140,1,1
51416,55141,1,1
51417,55142,1,2
51418,55143,1,1
51419,55144,1,1
51420,55145,1,1
51421,55146,1,1
51422,55147,1,2
51423,55148,1,1
51424,55149,1,1
51425,55150,1,1
51426,55151,1,1
51427,55152,1,2
51428,55153,1,2
51429,55154,1,2
51430,55155,1,2
51431,55156,1,1
51432,55157,2,2
51433,55158,2,2
51434,55159,1,1
51435,55160,2,0
51436,55161,1,0
51437,55162,1,0
51438,55163,1,1
51439,55164,2,0
51440,55165,1,0
51441,55166,1,0
51442,55167,1,0
51443,55168,1,0
51444,55169,1,0
51445,55170,1,1
51446,55171,1,0
51447,55172,2,0
51448,55173,1,1
51449,55174,1,0
51450,55175,1,0
51451,55176,1,1
51452,55177,1,0
51453,55178,1,0
51454,55179,1,0
51455,55180,2,0
51456,55181,2,0
51457,55182,1,0
51458,55183,1,0
51459,55184,1,0
51460,55185,1,0
51461,55186,1,0
51462,55187,1,0
51463,55188,1,0
51464,55189,1,1
51465,55190,2,0
51466,55191,1,1
51467,55192,1,0
51468,55193,1,0
51469,55194,1,0
51470,55195,1,0
51471,55196,1,1
51472,55197,1,0
51473,55198,1,1
51474,55199,1,0
51475,55200,2,0
51476,55201,1,0
51477,55202,1,0
51478,55203,1,1
51479,55204,1,0
51480,55205,1,0
51481,55206,1,0
51482,55207,1,0
51483,55208,1,1
51484,55209,2,0
51485,55210,1,0
51486,55211,1,0
51487,55212,1,0
51488,55213,1,0
51489,55214,1,0
51490,55215,1,0
51491,55216,1,0
51492,55217,1,1
51493,55218,1,1
51494,55219,1,1
51495,55220,1,0
51496,55221,1,0
51497,55222,1,1
51498,55223,1,0
51499,55224,1,0
51500,55225,2,0
51501,55226,1,0
51502,55227,1,0
51503,55228,1,0
51504,55229,1,0
51505,55230,1,0
51506,55231,1,0
51507,55232,1,0
51508,55233,1,0
51509,55234,1,0
51510,55235,1,0
51511,55236,1,0
51512,55237,1,0
51513,55238,1,0
51514,55239,1,0
51515,55240,1,0
51516,55241,1,0
51517,55242,1,0
51518,55243,1,0
51519,55244,1,0
51520,55245,1,0
51521,55246,2,0
51522,55247,1,0
51523,55248,1,1
51524,55249,1,0
51525,55250,1,0
51526,55251,1,0
51527,55252,2,0
51528,55253,1,0
51529,55254,1,0
51530,55255,2,0
51531,55256,1,1
51532,55257,1,1
51533,55258,1,0
51534,55259,1,1
51535,55260,1,0
51536,55261,1,0
51537,55262,1,0
51538,55263,1,0
51539,55264,1,0
51540,55265,1,0
51541,55266,1,0
51542,55267,2,0
51543,55268,1,1
51544,55269,1,0
51545,55270,1,0
51546,55271,1,0
51547,55272,1,0
51548,55273,1,1
51549,55274,1,0
51550,55275,1,0
51551,55276,1,0
51552,55277,1,0
51553,55278,1,0
51554,55279,1,0
51555,55280,1,0
51556,55281,1,1
51557,55282,1,0
51558,55283,1,1
51559,55284,1,1
51560,55285,1,0
51561,55286,1,1
51562,55287,1,1
51563,55288,1,0
51564,55289,1,0
51565,55290,1,1
51566,55291,1,1
51567,55292,1,0
51568,55293,2,0
51569,55294,1,1
51570,55295,1,0
51571,55296,1,0
51572,55297,1,8
51573,55298,1,8
51574,55299,1,8
51575,55300,1,8
51576,55301,1,8
51577,55302,1,8
51578,55303,1,8
51579,55304,30,7
51580,55305,1,8
51581,55306,1,8
51582,55307,1,8
51583,55308,1,8
51584,55309,1,8
51585,55310,1,8
51586,55311,1,8
51587,55312,30,7
51588,55313,1,8
51589,55314,1,8
51590,55315,1,8
51591,55316,1,8
51592,55317,1,8
51593,55318,1,8
51594,55319,1,8
51595,55320,1,8
51596,55321,35,7
51597,55322,1,8
51598,55323,1,8
51599,55324,1,8
51600,55325,1,8
51601,55326,1,8
51602,55327,1,8
51603,55328,1,8
51604,55329,1,8
51605,55330,1,8
51606,55331,40,7
51607,55332,1,9
51608,55333,1,9
51609,55334,1,9
51610,55335,1,9
51611,55336,1,8
51612,55337,1,8
51613,55338,1,8
51614,55339,1,8
51615,55340,1,8
51616,55341,1,8
51617,55342,1,8
51618,55343,30,7
51619,55344,1,8
51620,55345,1,8
51621,55346,1,8
51622,55347,1,8
51623,55348,1,8
51624,55349,1,8
51625,55350,1,8
51626,55351,1,8
51627,55352,35,7
51628,55353,1,8
51629,55354,1,8
51630,55355,1,8
51631,55356,1,8
51632,55357,1,8
51633,55358,1,8
51634,55359,1,8
51635,55360,1,8
51636,55361,1,8
51637,55362,40,7
51638,55363,1,9
51639,55364,1,9
51640,55365,1,9
51641,55366,1,8
51642,55367,1,8
51643,55368,1,8
51644,55369,1,8
51645,55370,1,8
51646,55371,1,8
51647,55372,1,8
51648,55373,1,8
51649,55374,1,8
51650,55375,40,7
51651,55376,1,8
51652,55377,1,8
51653,55378,1,8
51654,55379,1,8
51655,55380,1,8
51656,55381,1,8
51657,55382,1,8
51658,55383,1,8
51659,55384,1,8
51660,55385,40,7
51661,55386,1,8
51662,55387,1,8
51663,55388,1,8
51664,55389,1,8
51665,55390,1,8
51666,55391,1,8
51667,55392,1,8
51668,55393,30,7
51669,55394,1,8
51670,55395,1,8
51671,55396,1,8
51672,55397,1,8
51673,55398,1,8
51674,55399,1,8
51675,55400,1,8
51676,55401,1,8
51677,55402,40,7
51678,55403,1,9
51679,55404,1,9
51680,55405,1,9
51681,55406,0,9
51682,55407,1,8
51683,55408,1,8
51684,55409,1,8
51685,55410,1,8
51686,55411,1,8
51687,55412,1,8
51688,55413,1,8
51689,55414,30,7
51690,55415,1,8
51691,55416,1,8
51692,55417,1,8
51693,55418,1,8
51694,55419,1,8
51695,55420,1,8
51696,55421,1,8
51697,55422,30,7
51698,55423,1,8
51699,55424,1,8
51700,55425,1,8
51701,55426,1,8
51702,55427,1,8
51703,55428,1,8
51704,55429,1,8
51705,55430,1,8
51706,55431,1,8
51707,55432,1,8
51708,55433,1,8
51709,55434,50,7
51710,55435,1,8
51711,55436,1,8
51712,55437,1,8
51713,55438,1,8
51714,55439,1,8
51715,55440,1,8
51716,55441,30,7
51717,55442,1,9
51718,55443,1,9
51719,55444,1,9
51720,55445,0,9
51721,55446,1,8
51722,55447,1,8
51723,55448,1,8
51724,55449,1,8
51725,55450,1,8
51726,55451,1,8
51727,55452,1,8
51728,55453,30,7
51729,55454,1,8
51730,55455,1,8
51731,55456,1,8
51732,55457,1,8
51733,55458,1,8
51734,55459,1,8
51735,55460,1,8
51736,55461,30,7
51737,55462,1,8
51738,55463,1,8
51739,55464,1,8
51740,55465,1,8
51741,55466,1,8
51742,55467,1,8
51743,55468,1,8
51744,55469,1,8
51745,55470,1,8
51746,55471,1,8
51747,55472,1,8
51748,55473,50,7
51749,55474,1,8
51750,55475,1,8
51751,55476,1,8
51752,55477,1,8
51753,55478,1,8
51754,55479,1,8
51755,55480,30,7
51756,55481,1,9
51757,55482,1,9
51758,55483,1,9
51759,55484,0,9
51760,55485,1,8
51761,55486,1,8
51762,55487,1,8
51763,55488,1,8
51764,55489,1,8
51765,55490,1,8
51766,55491,1,8
51767,55492,30,7
51768,55493,1,8
51769,55494,1,8
51770,55495,1,8
51771,55496,1,8
51772,55497,1,8
51773,55498,20,7
51774,55499,1,8
51775,55500,1,8
51776,55501,1,8
51777,55502,1,8
51778,55503,1,8
51779,55504,1,8
51780,55505,1,8
51781,55506,30,7
51782,55507,1,8
51783,55508,1,8
51784,55509,1,8
51785,55510,1,8
51786,55511,1,8
51787,55512,1,8
51788,55513,1,8
51789,55514,30,7
51790,55515,1,9
51791,55516,1,9
51792,55517,1,9
51793,55518,1,9
51794,55519,1,8
51795,55520,1,8
51796,55521,1,8
51797,55522,1,8
51798,55523,1,8
51799,55524,20,7
51800,55525,1,8
51801,55526,1,8
51802,55527,1,8
51803,55528,1,8
51804,55529,1,8
51805,55530,1,8
51806,55531,1,8
51807,55532,30,7
51808,55533,1,8
51809,55534,1,8
51810,55535,1,8
51811,55536,1,8
51812,55537,1,8
51813,55538,20,7
51814,55539,1,8
51815,55540,1,8
51816,55541,1,8
51817,55542,1,8
51818,55543,1,8
51819,55544,1,8
51820,55545,1,8
51821,55546,30,7
51822,55547,1,8
51823,55548,1,8
51824,55549,1,8
51825,55550,1,8
51826,55551,1,8
51827,55552,1,8
51828,55553,1,8
51829,55554,30,7
51830,55555,1,9
51831,55556,1,9
51832,55557,1,9
51833,55558,1,9
51834,55559,1,9
51835,55560,1,8
51836,55561,1,8
51837,55562,1,8
51838,55563,10,7
51839,55564,1,8
51840,55565,1,8
51841,55566,1,8
51842,55567,10,7
51843,55568,1,8
51844,55569,1,8
51845,55570,1,8
51846,55571,10,7
51847,55572,1,8
51848,55573,1,8
51849,55574,1,8
51850,55575,1,8
51851,55576,1,8
51852,55577,1,8
51853,55578,1,8
51854,55579,1,8
51855,55580,1,8
51856,55581,40,7
51857,55582,1,8
51858,55583,1,8
51859,55584,1,8
51860,55585,10,7
51861,55586,1,8
51862,55587,1,8
51863,55588,1,8
51864,55589,10,7
51865,55590,1,8
51866,55591,1,8
51867,55592,1,8
51868,55593,10,7
51869,55594,1,8
51870,55595,1,8
51871,55596,1,8
51872,55597,10,7
51873,55598,1,8
51874,55599,1,8
51875,55600,1,8
51876,55601,1,8
51877,55602,1,8
51878,55603,1,8
51879,55604,1,8
51880,55605,1,8
51881,55606,1,8
51882,55607,1,8
51883,55608,1,8
51884,55609,50,7
51885,55610,1,8
51886,55611,1,8
51887,55612,1,8
51888,55613,10,7
51889,55614,1,8
51890,55615,1,8
51891,55616,1,8
51892,55617,10,7
51893,55618,1,8
51894,55619,1,8
51895,55620,1,8
51896,55621,1,8
51897,55622,1,8
51898,55623,1,8
51899,55624,1,8
51900,55625,1,8
51901,55626,1,8
51902,55627,40,7
51903,55628,1,8
51904,55629,1,8
51905,55630,1,8
51906,55631,1,8
51907,55632,1,8
51908,55633,1,8
51909,55634,1,8
51910,55635,30,7
51911,55636,1,9
51912,55637,1,9
51913,55638,1,9
51914,55639,1,9
51915,55640,1,9
51916,55641,1,9
51917,55642,1,9
51918,55643,1,9
51919,55644,1,9
51920,55645,1,9
51921,55646,1,9
51922,55647,1,9
51923,55648,1,9
51924,55649,1,8
51925,55650,1,8
51926,55651,1,8
51927,55652,10,7
51928,55653,1,8
51929,55654,1,8
51930,55655,1,8
51931,55656,10,7
51932,55657,1,8
51933,55658,1,8
51934,55659,1,8
51935,55660,10,7
51936,55661,1,8
51937,55662,1,8
51938,55663,1,8
51939,55664,1,8
51940,55665,1,8
51941,55666,1,8
51942,55667,1,8
51943,55668,1,8
51944,55669,1,8
51945,55670,40,7
51946,55671,1,8
51947,55672,1,8
51948,55673,1,8
51949,55674,10,7
51950,55675,1,8
51951,55676,1,8
51952,55677,1,8
51953,55678,10,7
51954,55679,1,8
51955,55680,1,8
51956,55681,1,8
51957,55682,10,7
51958,55683,1,8
51959,55684,1,8
51960,55685,1,8
51961,55686,10,7
51962,55687,1,8
51963,55688,1,8
51964,55689,1,8
51965,55690,1,8
51966,55691,1,8
51967,55692,1,8
51968,55693,1,8
51969,55694,1,8
51970,55695,1,8
51971,55696,1,8
51972,55697,1,8
51973,55698,50,7
51974,55699,1,8
51975,55700,1,8
51976,55701,1,8
51977,55702,10,7
51978,55703,1,8
51979,55704,1,8
51980,55705,1,8
51981,55706,10,7
51982,55707,1,8
51983,55708,1,8
51984,55709,1,8
51985,55710,1,8
51986,55711,1,8
51987,55712,1,8
51988,55713,1,8
51989,55714,1,8
51990,55715,1,8
51991,55716,40,7
51992,55717,1,8
51993,55718,1,8
51994,55719,1,8
51995,55720,1,8
51996,55721,1,8
51997,55722,1,8
51998,55723,1,8
51999,55724,30,7
52000,55725,1,9
52001,55726,1,9
52002,55727,1,9
52003,55728,1,9
52004,55729,1,9
52005,55730,1,9
52006,55731,1,9
52007,55732,1,9
52008,55733,1,9
52009,55734,1,9
52010,55735,1,9
52011,55736,1,9
52012,55737,1,9
52147,55872,1,2
52148,55873,0,3
52149,55874,1,2
52150,55875,1,2
52151,55876,1,1
52152,55877,2,2
52153,55878,1,2
52154,55879,1,1
52155,55880,1,2
52156,55881,1,2
52157,55882,1,1
52158,55883,1,2
52159,55884,1,1
52160,55885,1,2
52161,55886,1,2
52162,55887,2,2
52163,55888,1,1
52164,55889,1,2
52165,55890,1,2
52166,55891,1,2
52167,55892,1,1
52168,55893,1,2
52169,55894,2,2
52170,55895,1,2
52171,55896,2,2
52172,55897,1,2
52173,55898,1,1
52174,55899,1,2
52175,55900,1,1
52176,55901,1,2
52177,55902,1,1
52178,55903,1,2
52179,55904,1,1
52180,55905,1,2
52181,55906,1,1
52182,55907,2,2
52183,55908,2,2
52184,55909,1,2
52185,55910,1,2
52186,55911,1,2
52187,55912,1,2
52188,55913,1,1
52189,55914,1,1
52190,55915,1,1
52191,55916,1,2
52192,55917,2,2
52193,55918,1,2
52194,55919,2,2
52195,55920,1,1
52196,55921,2,2
52197,55922,1,2
52198,55923,1,2
52199,55924,1,1
52200,55925,1,2
52201,55926,2,2
52202,55927,1,2
52203,55928,1,2
52204,55929,2,2
52205,55930,2,2
52206,55931,1,1
52207,55932,1,2
52208,55933,1,2
52209,55934,1,2
52210,55935,2,2
